
irr,tamb,tmodule,wind,pack
782,48.07,60.42,0.9,35.34
784,48.07,60.83,0.9,35.32
784,48.07,61.07,0.9,35.49
784,48.48,61.23,1.0,35.58
794,47.91,60.83,1.2,35.87
796,47.66,60.66,1.2,36.01
804,48.64,61.07,1.3,36.27
799,48.88,61.23,1.3,35.95
804,48.31,61.07,1.4,36.16
806,48.48,61.23,1.4,36.39
811,48.48,61.48,1.4,36.22
809,48.48,61.88,1.4,36.41
809,47.91,61.88,1.3,36.35
809,47.5,62.05,1.3,36.44
811,48.31,62.45,1.1,36.55
811,48.64,62.61,1.1,36.45
814,48.88,62.86,1.0,36.53
816,49.05,63.26,1.0,36.7
814,49.05,63.43,1.0,36.48
809,49.86,63.43,0.9,36.43
784,50.1,63.67,0.8,33.79
708,50.43,64.0,0.8,32.47
755,49.86,63.83,0.8,34.29
796,50.26,63.67,0.8,36.63
836,50.43,64.0,0.9,37.69
833,50.83,64.24,0.9,37.83
838,50.83,64.24,1.0,37.8
838,50.83,64.24,1.0,37.9
843,50.67,64.24,1.1,38.18
850,50.67,64.4,1.2,38.23
853,51.08,64.65,1.3,38.2
853,51.24,64.81,1.2,38.36
858,50.67,64.24,1.3,38.53
858,50.67,64.4,1.4,38.62
853,50.67,64.24,1.4,38.56
858,51.24,64.65,1.4,38.55
855,51.08,64.4,1.3,38.69
862,50.43,64.4,1.2,38.88
867,50.26,64.4,1.2,38.84
860,48.64,63.43,1.3,38.39
855,48.48,63.43,1.4,38.41
850,48.64,63.67,1.3,38.08
848,48.31,63.67,1.3,38.29
855,48.31,63.67,1.4,38.36
853,48.07,63.67,1.4,38.46
860,48.64,64.24,1.4,38.67
865,48.31,64.0,1.5,38.95
870,48.07,64.0,1.5,39.19
872,46.85,63.43,1.5,39.13
872,46.85,63.43,1.6,39.27
879,47.26,63.67,1.5,39.76
879,47.91,64.0,1.5,39.76
882,47.5,63.67,1.5,39.63
882,47.66,64.0,1.6,39.62
884,47.66,64.24,1.6,39.79
884,47.26,64.0,1.7,39.81
887,47.09,63.83,1.7,39.85
887,46.69,63.67,1.7,39.8
889,46.69,63.43,1.5,40.21
895,46.85,63.67,1.5,40.3
900,46.53,63.67,1.5,40.58
902,46.28,63.67,1.7,40.53
902,46.28,63.67,1.7,40.36
898,46.12,63.83,1.8,39.9
900,45.71,63.67,1.8,40.56
912,46.12,63.43,1.8,40.92
915,46.85,64.24,1.7,40.99
917,46.85,64.4,1.7,41.19
922,47.09,65.21,1.7,41.22
920,47.91,65.62,1.6,41.03
915,48.48,66.03,1.5,40.92
917,49.05,66.59,1.3,40.99
917,49.29,66.84,1.3,41.2
920,49.86,67.16,0.9,41.22
920,49.86,67.41,0.9,41.29
917,50.83,67.9,0.7,41.21
922,50.83,68.06,0.7,41.43
924,50.83,68.3,0.9,41.51
929,51.65,67.9,0.9,41.56
929,52.21,68.06,0.9,41.71
932,52.21,68.3,0.9,42.11
932,52.46,68.3,0.9,41.76
927,52.05,68.46,0.9,41.53
922,52.46,68.71,0.9,41.46
927,53.27,69.28,0.9,41.35
927,53.59,69.68,1.0,41.83
939,53.59,69.84,0.9,42.15
937,53.84,70.09,0.9,41.99
929,54.25,70.25,1.0,41.65
927,54.41,70.09,1.1,41.72
929,54.65,69.84,1.1,41.83
932,54.81,70.66,1.1,42.13
937,55.38,71.06,1.2,42.36
939,55.79,70.82,1.3,42.24
937,55.79,70.66,1.2,41.94
929,55.06,69.44,1.3,42.08
939,53.84,69.03,1.3,42.26
942,54.41,69.03,1.4,42.55
937,54.25,69.44,1.4,42.36
939,54.0,69.28,1.4,42.33
944,53.27,69.03,1.5,42.83
956,54.0,69.44,1.5,43.41
961,53.27,69.03,1.5,43.5
956,52.86,69.28,1.6,43.33
944,53.03,69.44,1.6,42.64
942,53.03,69.44,1.5,42.36
934,52.86,69.44,1.5,41.95
937,52.05,68.71,1.5,41.64
924,51.08,67.57,1.7,41.24
922,51.48,68.06,1.7,41.29
922,51.81,68.46,1.6,41.47
922,51.81,68.06,1.7,41.5
922,52.05,68.06,1.7,41.62
932,51.24,67.0,1.9,41.77
937,50.67,66.43,2.1,42.21
934,50.26,66.43,2.1,42.18
927,50.83,66.84,2.0,42.08
924,51.08,67.0,2.0,42.04
912,51.24,67.16,2.1,41.76
907,51.48,67.16,2.4,41.13
905,51.48,67.41,2.4,41.55
922,50.67,66.84,2.3,41.83
917,50.26,66.59,2.3,41.43
907,51.08,66.43,2.0,41.39
912,51.24,66.84,2.0,41.55
912,51.24,67.16,1.9,41.77
920,51.08,67.41,1.8,42.17
920,51.24,67.57,1.5,42.09
922,50.83,67.16,1.5,42.37
924,51.08,67.16,1.7,42.6
924,50.83,67.0,1.7,42.37
929,50.1,66.84,1.7,42.52
922,49.05,65.62,1.9,42.22
922,49.86,65.78,2.0,42.43
927,49.05,65.46,2.2,42.34
927,49.29,65.62,2.2,42.07
920,49.45,66.19,2.2,42.05
910,49.86,66.19,2.2,41.82
905,50.1,66.59,2.2,41.01
900,50.43,66.59,2.1,41.87
924,50.43,66.03,2.1,42.48
932,49.86,65.62,2.0,42.76
929,49.45,65.21,2.1,42.47
917,49.86,65.46,2.1,42.26
917,50.1,65.78,2.1,42.03
917,49.86,65.46,2.2,42.5
922,49.7,65.62,2.2,42.39
915,50.1,65.62,2.2,42.05
917,49.7,65.46,2.4,42.21
910,49.29,64.4,2.7,41.88
882,49.05,64.4,2.6,41.15
898,49.29,64.4,2.6,41.77
902,48.88,63.83,2.7,36.26
892,48.64,63.83,2.7,41.93
905,48.31,63.83,2.7,41.8
902,49.05,64.65,2.7,41.49
907,49.05,64.81,2.6,41.44
902,48.64,64.0,2.6,41.75
900,48.07,62.86,2.6,41.71
898,47.91,62.61,2.6,41.65
902,48.48,62.61,2.7,41.93
900,48.64,63.26,2.6,41.38
892,48.07,63.26,2.5,41.72
907,47.66,62.86,2.5,41.95
905,47.66,63.26,2.6,41.96
900,47.91,63.67,2.5,41.7
892,47.5,63.26,2.6,41.23
879,46.85,63.02,2.6,40.69
875,47.26,63.83,2.2,40.39
879,47.66,64.24,2.2,40.84
848,48.48,64.81,1.9,40.72
870,48.88,65.21,1.9,38.21
884,49.45,65.62,1.8,40.62
895,49.7,65.62,1.8,41.05
889,49.7,65.78,1.9,41.19
889,49.86,65.05,1.9,40.89
882,49.7,65.46,1.7,40.79
882,50.26,65.46,1.7,40.81
877,50.43,65.78,1.8,40.91
875,50.83,65.78,1.8,40.63
875,51.24,65.78,1.7,40.53
877,51.48,66.03,1.7,40.5
879,52.05,66.19,1.8,40.62
879,51.81,66.43,1.7,40.55
870,51.48,66.43,1.5,40.03
865,51.48,66.43,1.5,39.73
858,51.48,66.43,1.5,39.37
865,51.24,66.19,1.5,39.59
867,51.08,65.62,1.9,39.85
867,50.43,65.21,2.0,39.93
870,50.43,65.21,2.0,39.97
867,50.1,64.81,2.0,39.8
867,50.26,65.05,2.1,39.63
858,50.67,65.21,2.1,39.35
858,51.08,66.03,2.1,39.25
855,51.08,65.78,2.0,39.17
860,50.43,65.21,2.1,39.45
860,50.26,64.81,2.1,39.52
855,49.86,64.65,2.0,39.41
853,49.45,63.83,2.2,39.41
855,49.29,63.67,2.2,39.39
850,49.45,64.24,2.2,39.33
848,50.1,64.81,2.2,39.39
848,50.1,64.65,2.3,39.29
836,50.1,63.67,2.5,38.94
836,49.86,63.43,2.7,39.12
840,49.05,62.45,2.7,39.23
843,48.64,62.21,2.7,39.13
843,49.05,62.61,2.5,39.11
843,48.31,62.45,2.5,39.08
838,48.07,61.88,2.5,38.82
823,48.31,62.86,2.6,37.8
809,48.88,63.26,2.6,37.46
809,49.29,63.43,2.3,37.33
809,49.86,63.67,2.1,37.42
809,50.43,64.24,1.8,37.22
809,49.86,64.24,1.8,37.54
814,50.26,64.24,1.8,37.48
814,50.1,63.67,1.8,37.83
814,49.7,62.61,2.0,37.67
816,48.88,61.48,2.2,37.92
818,48.64,61.48,2.3,37.88
818,49.29,62.05,2.3,37.83
816,49.45,62.86,2.3,37.57
806,49.29,63.02,2.3,37.38
806,49.7,63.43,2.4,37.33
804,49.86,63.43,2.4,37.32
799,49.45,63.67,2.1,36.95
796,49.45,63.67,2.1,36.62
792,50.26,64.24,1.7,36.44
789,50.1,64.0,1.7,36.33
787,50.67,63.83,1.7,36.19
782,50.1,63.26,1.8,35.91
765,49.86,63.43,1.8,35.26
760,49.29,62.86,1.8,34.52
762,48.88,62.61,1.9,34.95
767,49.05,63.02,1.9,35.38
782,49.05,62.86,2.0,35.97
772,47.91,61.88,2.1,35.72
770,48.31,62.05,2.1,35.49
770,47.91,61.07,2.3,35.28
749,47.91,61.07,2.4,34.56
747,48.31,61.07,2.3,34.3
747,47.66,60.42,2.5,34.71
755,47.5,60.42,2.5,35.13
765,47.66,60.26,2.8,35.71
765,47.09,59.44,3.0,35.86
760,47.09,59.69,3.0,35.37
760,46.69,59.69,2.9,35.31
755,46.85,59.69,2.7,34.99
744,46.85,60.26,2.6,34.52
732,46.85,60.66,2.6,34.08
730,46.69,60.26,2.5,34.01
730,46.69,59.69,2.5,34.06
734,46.69,59.69,2.4,34.1
730,46.69,59.28,2.4,33.89
725,46.53,59.28,2.3,33.64
727,46.12,59.28,2.3,33.95
722,45.31,58.88,2.6,33.88
720,45.31,59.04,2.5,33.42
705,45.71,59.04,2.6,32.59
659,45.88,59.28,2.7,30.28
615,45.88,58.88,2.6,26.41
501,45.47,57.66,2.6,22.59
457,45.31,56.93,2.8,21.74
437,45.31,56.68,2.8,19.83
410,45.31,55.63,2.7,19.22
422,45.06,55.06,2.6,20.0
494,45.47,54.65,2.6,25.05
610,45.06,54.0,2.9,30.07
656,45.06,53.84,2.9,33.97
739,44.5,53.59,3.0,35.16
749,43.6,53.43,3.0,35.06
732,44.25,54.0,3.0,32.15
622,44.74,54.81,2.7,30.28
673,45.06,55.06,2.8,30.43
553,45.31,55.38,2.8,23.82
459,45.06,55.63,2.8,25.29
509,45.47,55.79,2.5,27.25
669,45.71,55.38,2.5,33.0
712,45.88,55.38,2.4,33.17
708,45.71,55.38,2.3,32.55
678,45.71,55.22,2.4,30.85
661,45.31,55.06,2.4,28.66
627,45.06,55.06,2.7,28.42
632,45.31,55.06,2.7,28.74
617,45.06,55.06,2.8,29.85
651,44.9,55.22,2.9,30.57
654,45.06,55.22,2.9,31.47
666,44.74,55.22,2.9,31.39
661,44.9,55.22,2.8,31.18
664,44.5,55.22,2.7,30.57
666,44.25,55.38,2.7,30.99
664,44.74,56.28,2.4,30.97
666,45.06,56.52,2.4,31.59
683,44.74,56.52,2.3,31.27
681,45.06,56.93,2.2,31.76
703,45.71,56.93,2.2,31.75
708,45.47,56.93,2.2,32.48
708,45.88,56.93,2.2,32.61
708,45.47,57.09,2.1,32.49
700,45.47,57.09,2.1,31.28
673,45.71,57.66,2.2,30.13
560,45.71,57.5,2.2,24.22
501,45.47,57.09,2.2,22.38
371,45.71,57.09,2.2,17.46
447,45.71,56.28,2.0,23.6
339,45.47,55.63,2.0,14.95
304,44.9,54.0,2.1,14.43
304,44.9,53.59,2.3,14.41
309,44.5,52.62,2.2,15.33
332,44.5,52.05,2.0,16.08
366,44.25,51.81,2.0,22.23
615,44.25,51.81,2.0,29.88
627,44.5,52.21,2.0,29.53
625,44.5,52.86,2.0,29.06
602,44.5,53.27,1.9,24.81
594,44.74,53.27,1.9,27.21
610,44.5,53.59,1.8,28.95
607,44.25,53.59,1.8,28.42
563,44.25,53.84,1.8,21.57
449,44.5,54.25,1.9,21.64
514,44.74,54.25,1.9,24.45
543,45.06,54.65,1.9,22.64
553,45.06,54.65,1.9,26.18
558,45.31,54.25,2.2,26.04
475,45.31,53.84,2.2,21.92
541,45.31,53.84,2.2,22.78
572,44.9,53.84,2.3,26.6
545,44.9,54.0,2.3,25.59
536,45.06,54.0,2.3,23.24
499,45.31,54.25,2.3,21.7
339,45.47,53.84,2.3,14.66
439,45.06,53.27,2.5,18.52
410,45.06,52.62,2.4,13.9
332,44.9,52.21,2.3,12.6
282,44.9,52.05,2.3,14.36
258,45.06,51.81,2.3,12.4
243,44.74,50.83,2.3,11.91
241,44.25,49.7,2.4,11.79
238,43.6,49.05,2.7,11.61
231,43.44,48.31,2.5,11.41
226,42.87,47.5,2.4,11.46
229,42.46,47.26,2.4,11.51
236,41.81,46.28,2.6,11.85
243,41.49,45.71,2.8,17.47
342,40.68,45.06,2.9,17.41
405,40.43,44.9,3.0,19.8
400,39.86,44.9,3.0,19.02
361,39.86,44.9,3.0,17.01
374,39.86,45.06,3.0,20.64
415,39.7,44.9,3.1,20.56
413,39.29,44.9,3.4,20.26
405,39.29,44.9,3.5,20.08
408,39.46,45.06,3.4,20.01
408,39.46,45.31,3.3,20.11
410,39.46,45.47,3.3,20.14
405,39.46,45.47,3.3,19.91
400,39.46,45.47,3.1,19.53
393,39.46,45.31,3.2,19.52
391,39.46,45.31,3.2,19.25
383,39.29,45.31,3.2,18.02
349,39.46,45.06,3.0,16.99
320,39.46,45.06,3.0,13.09
369,39.46,45.06,3.0,18.44
369,39.7,45.31,2.9,18.04
356,39.7,45.06,2.8,17.8
352,39.7,45.31,2.8,17.25
347,39.86,45.31,2.6,16.91
339,39.86,45.47,2.5,16.59
330,39.86,45.06,2.6,16.41
330,39.86,45.06,2.6,16.33
322,39.46,44.25,2.7,16.0
320,39.29,44.01,2.9,15.51
309,39.05,44.01,3.0,15.29
304,39.05,44.01,3.0,15.51
309,39.05,44.25,2.9,15.21
302,39.29,44.25,2.7,15.0
302,39.46,44.25,2.7,14.82
302,39.29,44.5,2.4,14.49
297,39.46,44.25,2.4,14.24
287,39.29,44.01,2.2,13.7
272,39.29,43.84,2.1,13.0
270,39.05,43.6,2.1,12.04
207,39.29,43.44,2.1,9.77
194,39.05,43.28,2.3,9.36
182,39.05,42.87,2.5,9.04
177,38.89,42.22,2.7,8.68
177,38.65,42.06,2.7,9.49
216,38.48,41.65,2.9,10.0
231,38.65,41.49,2.9,10.63
246,38.48,41.49,2.9,12.07
248,38.48,41.49,3.0,12.1
241,38.65,41.49,3.0,10.98
189,38.24,41.25,2.8,9.24
154,38.24,41.08,2.8,7.57
147,38.24,40.84,2.7,6.77
135,38.08,40.43,2.8,6.51
137,37.91,40.43,2.8,6.35
132,37.67,39.7,2.9,6.3
132,37.51,39.29,3.0,6.36
130,37.51,39.29,2.9,6.15
127,37.1,39.05,3.0,5.83
123,36.86,38.65,3.1,5.8
125,36.86,38.65,3.1,6.33
157,36.86,38.48,3.0,6.82
154,36.7,38.48,2.9,6.82
152,36.7,38.48,2.8,6.58
185,30.84,32.06,0.7,8.89
194,31.09,32.23,0.7,9.21
197,31.09,32.23,0.7,9.54
204,31.41,32.71,0.7,9.82
207,31.66,32.96,0.8,9.77
209,31.66,32.96,0.8,9.77
202,31.66,33.12,0.9,9.64
199,31.66,33.12,0.9,9.54
199,32.06,33.12,1.1,9.44
199,32.06,33.28,1.1,9.47
197,32.23,33.53,1.1,9.41
202,32.47,33.53,1.2,9.71
209,32.47,33.69,1.2,9.97
211,32.47,33.69,1.2,10.18
216,32.47,33.93,1.2,10.43
224,32.71,33.93,1.2,10.6
226,32.71,33.93,1.2,12.3
282,33.12,33.93,1.2,16.13
369,32.96,34.34,1.2,16.39
369,33.12,34.91,1.2,16.37
376,33.28,35.31,1.2,17.02
398,33.53,35.88,1.2,17.88
415,33.69,36.7,1.2,18.52
420,33.93,36.86,1.2,19.04
425,34.09,37.51,1.1,19.24
420,34.5,38.08,1.1,18.97
422,34.5,38.48,1.0,18.93
427,34.91,39.05,0.9,19.14
430,35.07,39.29,0.9,19.28
430,35.72,39.86,0.9,19.25
432,36.13,40.43,0.8,19.41
427,36.53,40.68,0.8,19.3
430,36.7,41.08,0.8,19.3
442,36.86,41.49,0.6,19.86
454,37.1,41.65,0.6,20.26
454,37.51,42.06,0.7,20.53
452,37.67,42.46,0.7,20.27
432,38.08,42.63,0.7,19.01
381,38.08,43.28,0.7,18.35
339,38.48,43.28,0.7,16.74
272,38.65,43.28,0.7,13.01
374,39.05,43.03,0.9,14.34
260,39.05,42.87,0.9,12.58
263,39.05,42.63,0.9,12.54
294,39.05,42.46,0.9,12.82
263,39.29,42.22,0.9,12.85
265,39.46,42.06,0.8,12.9
270,39.29,41.81,0.8,13.14
275,39.46,41.65,0.8,13.48
277,39.46,41.65,0.8,13.66
285,39.46,41.49,0.7,13.89
287,39.29,41.49,0.7,13.95
290,39.29,41.65,0.6,14.11
290,39.05,41.49,0.5,14.01
287,38.89,41.49,0.5,13.87
290,38.65,41.49,0.4,14.04
287,39.05,41.49,0.4,14.1
297,39.05,41.65,0.4,14.22
302,39.05,41.81,0.4,14.71
316,38.65,41.81,0.5,15.0
316,38.24,41.65,0.6,15.41
322,37.67,41.49,0.7,15.5
327,38.24,41.81,0.8,15.77
327,38.24,42.06,0.8,15.88
327,37.91,42.06,1.0,15.97
334,38.48,41.81,1.0,15.99
339,38.48,42.46,1.0,16.49
352,38.48,42.63,1.1,16.9
356,38.65,42.63,1.1,17.23
364,38.65,43.03,1.1,18.37
376,38.48,43.28,1.0,18.95
388,38.65,43.28,1.0,18.78
400,38.89,43.6,0.9,19.28
410,39.05,43.84,0.9,20.17
467,39.46,44.01,0.8,26.08
604,39.46,44.74,0.8,29.79
644,39.86,45.06,0.8,33.09
747,40.27,45.88,0.7,34.04
755,40.03,46.12,0.7,33.73
737,40.27,47.5,0.6,32.9
732,41.08,48.88,0.6,32.32
715,41.08,49.45,0.6,31.62
703,41.81,50.67,0.6,30.92
695,41.49,51.24,0.7,30.46
686,42.06,51.65,0.7,30.35
688,43.03,52.46,0.8,30.1
678,43.28,52.62,0.8,29.73
683,42.22,51.48,0.9,30.04
683,41.49,49.86,1.1,30.13
681,41.49,50.26,1.3,30.24
688,41.65,51.65,1.4,30.55
688,42.06,52.62,1.4,30.51
688,41.81,52.46,1.4,30.46
683,41.81,52.62,1.5,30.48
678,41.81,52.62,1.5,29.99
681,41.49,52.62,1.6,30.32
700,41.08,52.21,1.6,31.16
708,41.49,52.62,1.6,31.76
717,41.49,52.62,1.5,31.79
548,41.25,53.27,1.6,29.72
457,41.08,52.62,1.8,19.5
442,41.08,52.62,1.8,18.11
386,41.08,51.81,1.7,18.49
449,40.68,51.48,1.7,33.58
580,41.65,51.48,1.5,28.85
514,42.22,52.05,1.4,26.84
528,42.46,52.21,1.3,28.63
712,42.87,52.62,1.2,33.03
734,43.03,53.27,0.9,33.9
755,43.03,53.27,0.9,34.16
767,43.6,54.25,0.7,34.83
749,44.01,54.65,0.7,33.97
787,44.01,54.81,0.6,35.27
784,44.01,55.22,0.6,36.26
789,44.01,55.38,0.8,35.52
799,43.84,55.63,0.9,36.1
796,44.01,56.28,1.1,35.84
804,44.01,56.28,1.3,35.88
799,44.5,56.68,1.5,35.79
792,44.5,57.09,1.5,35.63
792,45.31,56.93,1.5,35.77
774,45.71,57.66,1.5,35.59
787,45.31,57.9,1.6,35.27
789,45.47,57.9,1.6,35.1
792,45.71,58.31,1.5,35.02
794,45.71,58.31,1.5,35.66
787,45.88,58.71,1.3,35.54
782,45.88,58.88,1.2,35.08
796,45.88,59.28,1.2,35.87
801,45.88,59.28,1.2,35.78
777,45.06,59.28,1.3,35.39
779,45.88,59.28,1.3,34.42
784,46.12,59.44,1.3,35.66
799,46.12,59.85,1.2,36.43
809,45.88,59.85,1.1,36.9
816,46.28,60.09,1.0,36.86
818,47.09,60.42,1.0,36.73
818,47.26,60.66,0.9,36.78
809,47.66,60.83,0.9,36.44
816,48.31,61.48,0.7,36.62
816,47.91,61.48,0.7,36.97
823,47.66,61.23,0.9,37.33
833,47.66,61.64,0.9,37.49
836,47.5,61.88,1.1,37.61
838,47.09,61.88,1.1,37.65
836,47.26,62.05,1.3,37.71
836,47.26,61.88,1.4,37.72
836,47.09,62.05,1.5,37.45
836,47.09,62.05,1.5,37.88
843,46.85,62.05,1.5,37.99
845,46.85,62.05,1.5,38.23
855,47.09,61.88,1.6,38.53
858,47.09,62.21,1.7,38.51
855,47.5,62.61,1.7,38.32
853,47.66,63.02,1.6,38.23
845,48.31,63.02,1.4,38.24
840,48.31,63.02,1.4,37.93
845,48.07,63.26,1.4,37.71
850,47.91,62.61,1.4,38.11
858,47.66,61.64,1.5,38.47
862,47.5,61.48,1.5,38.85
862,47.66,62.21,1.5,38.81
858,48.07,62.86,1.5,38.79
860,48.31,62.86,1.5,38.65
862,48.31,63.26,1.5,39.11
865,48.48,63.67,1.6,38.96
862,48.07,63.26,1.6,38.88
875,47.91,63.67,1.7,39.32
877,48.31,63.83,1.7,39.54
877,49.86,64.24,1.5,39.54
875,50.43,64.81,1.5,39.57
884,50.67,64.81,1.5,40.03
887,51.08,65.21,1.5,39.99
884,51.24,65.21,1.4,39.87
884,51.24,65.21,1.4,39.85
884,52.05,65.05,1.4,39.98
884,52.05,64.81,1.4,40.09
889,51.65,65.05,1.4,40.27
895,51.24,64.81,1.4,40.28
892,50.1,63.02,1.5,40.09
889,49.05,62.05,1.6,39.96
884,48.31,61.64,1.8,39.99
887,47.66,61.48,1.9,40.08
892,47.66,61.07,1.9,40.15
892,48.07,61.88,2.0,40.35
898,48.48,62.05,2.0,40.39
898,48.07,61.64,2.0,39.99
882,47.5,62.05,2.1,39.8
887,47.5,63.02,2.0,39.72
882,47.91,63.67,2.0,39.7
882,48.88,64.24,1.7,39.79
889,49.29,64.65,1.6,40.02
895,49.45,64.81,1.4,40.46
905,49.29,64.65,1.3,40.65
907,49.45,65.05,1.2,40.81
910,50.26,65.21,1.1,41.03
907,49.05,63.83,1.0,40.89
907,48.64,63.67,1.0,40.88
912,48.31,63.67,1.2,40.93
917,48.64,64.4,1.2,41.24
915,50.1,65.78,1.2,41.0
910,50.83,66.19,1.3,40.96
912,51.08,66.43,1.3,41.14
912,51.24,66.59,1.3,41.25
915,52.05,66.84,1.3,41.55
927,52.21,66.59,1.3,41.52
924,53.03,67.16,1.0,41.58
924,53.27,67.41,1.0,41.67
927,53.43,67.41,0.9,41.69
927,53.59,67.9,0.9,41.96
924,54.25,67.9,0.8,42.04
937,54.41,68.46,0.9,42.01
937,54.41,68.71,0.8,41.8
927,54.81,68.71,0.9,41.72
929,55.06,68.06,0.9,41.75
929,55.38,68.71,0.9,41.73
932,54.25,67.9,1.1,41.84
927,53.84,67.57,1.1,41.92
929,53.84,68.06,1.2,41.92
932,54.25,68.46,1.3,42.01
932,54.0,68.87,1.3,41.94
934,53.59,69.03,1.4,42.05
937,53.43,68.87,1.4,42.27
937,53.27,69.03,1.4,42.27
942,50.43,66.43,1.7,42.27
946,49.7,65.46,1.7,42.14
944,48.64,63.26,1.9,42.13
944,48.07,63.43,2.0,42.19
942,48.31,63.83,2.1,42.2
944,49.45,65.05,2.0,42.25
946,49.7,65.62,2.0,42.42
942,50.26,66.19,2.0,42.52
951,48.48,63.26,2.1,42.72
951,47.66,62.21,2.2,42.81
954,47.5,63.26,2.1,42.79
951,46.69,61.88,2.1,42.55
946,46.53,61.07,2.1,42.62
946,46.85,62.21,2.1,42.63
949,47.26,63.43,2.1,42.67
944,48.31,65.05,2.1,42.79
944,49.05,66.19,2.0,42.6
946,49.29,66.43,1.9,42.46
949,49.86,66.19,1.7,42.35
946,49.7,66.19,1.6,42.3
942,49.45,66.43,1.5,42.26
934,49.7,67.0,1.4,42.09
934,50.26,67.57,1.4,41.94
932,50.83,67.9,1.4,42.08
934,51.24,68.06,1.4,41.79
934,52.05,68.46,1.4,41.91
929,53.03,68.87,1.5,42.05
932,52.86,69.03,1.5,42.0
927,53.43,68.71,1.5,41.97
932,53.27,68.87,1.5,42.16
929,54.25,69.44,1.4,42.26
929,54.0,69.68,1.3,42.17
927,52.62,68.71,1.3,41.91
932,51.48,67.41,1.5,42.16
937,51.24,66.43,1.6,42.35
934,51.48,66.03,1.7,42.34
939,48.64,63.02,1.9,42.53
937,48.48,62.86,2.1,42.48
934,48.31,63.26,2.2,42.41
934,50.1,65.05,2.4,42.35
932,50.67,65.21,2.4,42.29
929,50.43,66.19,2.2,42.22
927,51.24,66.84,2.2,42.11
924,51.81,67.41,1.9,41.99
922,52.46,68.06,1.7,42.0
922,52.62,68.3,1.5,42.16
932,50.67,65.46,1.5,42.24
937,48.64,63.02,1.8,42.28
927,48.48,62.61,1.8,42.32
932,47.91,61.64,2.1,42.44
927,48.31,62.21,2.1,42.26
929,48.48,62.45,2.4,42.39
929,47.66,60.83,2.4,42.47
932,46.85,59.44,2.9,42.46
934,46.12,59.69,3.1,42.55
932,47.09,60.83,3.0,42.47
927,48.07,62.45,2.7,42.36
929,47.26,61.48,2.6,42.47
927,47.91,62.05,2.6,42.24
924,49.86,63.67,2.6,42.24
927,50.43,64.0,2.6,42.46
932,51.24,65.05,2.2,42.56
932,51.48,65.62,2.0,42.67
932,52.05,66.19,1.7,42.61
932,51.24,66.43,1.7,42.5
927,51.48,66.84,1.7,42.38
927,49.86,65.05,1.7,42.38
924,51.65,65.46,1.7,42.3
924,52.21,66.03,1.7,42.23
920,52.62,66.43,1.8,42.27
922,53.27,66.84,1.8,42.07
915,53.43,67.16,1.8,41.9
915,52.86,67.41,2.0,41.98
920,53.43,67.9,2.0,41.95
917,52.86,67.16,2.0,41.85
920,52.62,66.43,2.0,41.65
912,52.62,66.19,1.9,41.55
907,53.84,67.41,1.6,41.47
905,54.0,67.9,1.6,41.25
902,52.86,67.41,1.8,41.16
902,52.05,67.16,1.8,40.76
902,52.86,67.9,1.8,41.32
902,53.43,68.71,1.8,40.99
900,54.25,68.87,1.6,41.01
895,54.65,68.71,1.5,40.89
898,53.84,67.9,1.5,41.1
900,53.27,67.41,1.7,41.05
889,53.84,67.57,1.8,40.84
889,53.59,67.41,1.8,40.91
884,53.27,67.41,1.6,40.7
887,54.0,67.9,1.6,40.91
892,53.84,67.9,1.6,41.04
898,53.59,67.9,1.8,41.39
892,53.27,67.57,1.8,41.3
895,53.43,67.9,1.7,41.16
889,53.27,67.0,1.6,40.97
887,52.62,66.59,1.6,40.84
884,54.0,67.9,1.5,40.65
882,54.41,68.06,1.5,40.68
882,54.25,68.87,1.4,40.47
879,53.84,68.06,1.4,40.4
879,53.03,66.43,1.5,40.19
879,53.03,67.16,1.5,40.44
884,52.05,65.62,1.6,40.34
879,50.83,63.67,1.7,40.38
882,51.08,63.67,1.8,40.17
882,50.67,63.43,1.9,39.99
882,49.7,63.43,2.2,40.31
879,50.26,63.83,2.2,40.24
875,48.31,59.85,2.8,39.78
872,46.53,56.28,3.0,40.01
875,45.71,55.63,3.3,40.04
875,45.06,55.22,3.4,39.91
872,45.31,55.38,3.5,39.91
867,45.06,57.25,3.5,39.66
867,44.5,56.11,3.5,39.6
867,44.01,56.28,3.6,39.5
858,45.47,58.88,3.5,39.24
853,46.28,59.85,3.5,39.11
850,46.12,59.44,2.9,39.01
853,45.88,60.26,2.7,38.95
850,45.88,59.04,2.5,38.71
848,45.47,57.5,2.5,38.87
850,45.71,57.9,2.6,38.57
843,45.47,58.06,2.5,38.5
840,45.06,56.93,2.4,38.49
840,45.71,58.31,2.4,38.55
840,45.71,58.88,2.5,38.31
836,45.88,59.69,2.5,37.94
831,46.85,60.42,2.4,37.92
828,47.91,61.88,2.3,38.02
831,48.31,62.21,2.2,37.89
828,46.85,59.28,2.3,37.65
828,46.53,58.71,2.3,37.67
828,46.69,59.44,2.3,37.37
818,47.26,61.23,2.2,37.2
811,47.91,61.88,2.2,36.81
809,48.64,63.26,1.9,36.79
806,48.88,64.0,1.9,36.66
804,49.45,64.24,1.8,36.6
804,50.67,64.81,1.7,36.7
806,50.83,64.65,1.5,36.68
801,51.24,65.21,1.3,36.59
801,51.81,65.21,1.2,36.47
